"","시도명","시군구명","도로종류","도로노선방향","경도","단속구분","제한속도","과속단속구간길이"
"17492","서울특별시","마포구","구도",3,126.9486009,"4",0,NA
"17493","서울특별시","마포구","구도",3,126.9454481,"4",0,NA
"17494","서울특별시","마포구","구도",3,126.9453067,"4",0,NA
"17495","서울특별시","마포구","구도",3,126.945536,"4",0,NA
"17496","서울특별시","마포구","구도",3,126.9395237,"4",0,NA
"17497","서울특별시","마포구","구도",3,126.9392942,"4",0,NA
"17542","서울특별시","마포구","특별시도",1,126.912392,"1",60,NA
"17543","서울특별시","마포구","특별시도",2,126.959115,"1",60,NA
"17578","서울특별시","마포구","일반국도",2,126.914107,"1",60,NA
"17581","서울특별시","마포구","일반국도",1,126.89651,"1",60,NA
"18326","서울특별시","마포구","특별시도",2,126.948028,"2",50,NA
"18327","서울특별시","마포구","일반국도",1,126.926513,"2",50,NA
"18328","서울특별시","마포구","특별시도",2,126.929868,"2",60,NA
"18329","서울특별시","마포구","특별시도",2,126.888065,"2",60,NA
"18330","서울특별시","마포구","특별시도",2,126.887933,"2",60,NA
"18331","서울특별시","마포구","일반국도",1,126.904205,"2",60,NA
"18332","서울특별시","마포구","일반국도",2,126.893179,"2",60,NA
"18333","서울특별시","마포구","일반국도",2,126.95857,"2",50,NA
"18334","서울특별시","마포구","일반국도",1,126.91375,"2",50,NA
"18336","서울특별시","마포구","특별시도",1,126.9163,"2",60,NA
"18373","서울특별시","마포구","일반국도",1,126.937132,"2",50,NA
